relayerCount,generationIterationCount,txCount,totalGas,VerificationGas,PrepaymentGas,ExecutionGas,RefundGas,OtherOverhead,VerificationGasPerTx,PrepaymentGasPerTx,ExecutionGasPerTx,RefundGasPerTx,OtherOverheadPerTx
1,4,10,510366,31130,120152,43590,101770,56667,3113,12015,4359,10177,5666
